num,work_name,location,salary,work_year,educate,company_name,company_type,financing_conditions,company_size,city,nums
1220,大数据专家,杭州,70000,7年以上,大专,某知名智能硬件上市公司,智能硬件,已上市,1000-9999人,杭州,1
1221,高级大数据架构师,重庆·渝北区·冉家坝,27500,5-7年,本科,彩弘锦产业集团,新能源,未融资,100-499人,重庆,1
1222,大数据开发工程师,郑州·金水区·龙子湖,10500,3-5年,大专,恩迈浦,信息安全,未融资,0-20人,郑州,1
1223,大数据业务架构师,杭州·滨江区·西兴,32500,5-7年,本科,杭州龙即信息技术,计算机服务,未融资,100-499人,杭州,1
1224,大数据开发工程师,深圳·龙华区·民治,20000,1-3年,本科,鸿普森,数据服务,已上市,100-499人,深圳,1
1225,大数据开发工程师,北京·朝阳区·来广营,45000,5-7年,博士,美团,互联网,已上市,10000人以上,北京,1
1226,大数据平台架构专家(P8+同等级别),广州,50000,5-7年,大专,某大型互联网上市集团公司,移动互联网,不需要融资,1000-9999人,广州,1
1227,大数据开发工程师,广州,27500,5-7年,硕士,某大型交通公司,交通/运输,不需要融资,500-999人,广州,1
1228,大数据总监,上海,62500,7年以上,本科,某大型互联网公司,互联网,B轮,100-499人,上海,1
1229,大数据算法工程师,青岛·崂山区·香港东路,15000,经验不限,硕士,青岛海讯,计算机软件,未融资,20-99人,青岛,1
1230,广州大数据平台运维,广州,21500,5-7年,学历不限,某500强上市公司,计算机软件,不需要融资,1000-9999人,广州,1
1231,大数据解决方案专家,杭州·西湖区·三墩,21500,7年以上,学历不限,亚信科技,计算机软件,已上市,10000人以上,杭州,1
1232,大数据解决方案,深圳·南山区·科技园,30000,1-3年,本科,悦君科技,计算机软件,未融资,20-99人,深圳,1
1233,中级大数据开发工程师,重庆·南岸区·茶园新区,12500,3-5年,大专,旱獭信息技术有限公司,计算机软件,未融资,20-99人,重庆,1
1234,大数据开发,北京,37500,1-3年,博士,某大型通信公司,通信/网络设备,未融资,500-999人,北京,1
1235,大数据工程师,淄博,22500,1-3年,博士,某计算机软件公司,计算机软件,天使轮,20-99人,淄博,1
1236,大数据产品经理,杭州,35000,7年以上,本科,某500强上市公司,互联网,未融资,1000-9999人,杭州,1
1237,大数据专业高级方案经理（课程产品）,北京·海淀区·马连洼,32500,3-5年,本科,联想弘扬,计算机服务,未融资,100-499人,北京,1
1238,大数据资深工程师,厦门,26500,3-5年,本科,某知名新能源公司,新能源,不需要融资,1000-9999人,厦门,1
1239,大数据开发工程师（AI大模型）,西安·雁塔区·绿地世纪城,18000,经验不限,本科,治策科技,其他专业服务,未融资,20-99人,西安,1
1240,信贷大数据应用岗,深圳·南山区·科技园,27500,1-3年,硕士,微众银行,互联网金融,不需要融资,1000-9999人,深圳,1
1241,外派瑞众-智能算法与大数据开发-python,北京·海淀区·苏州桥,19500,5-7年,硕士,北京融创博信,计算机软件,未融资,100-499人,北京,1
1242,大数据工程师,深圳·龙岗区·坂田,22500,1-3年,本科,华为,计算机软件,不需要融资,10000人以上,深圳,1
1243,大数据开发工程师,济南,22500,经验不限,博士,某大型计算机软件公司,计算机软件,不需要融资,100-499人,济南,1
1244,大数据工程师,成都·武侯区·省体育馆,16000,经验不限,本科,Nagarro,计算机软件,D轮及以上,100-499人,成都,1
1245,大数据产品经理,无锡·锡山区·安镇,20000,3-5年,本科,雅迪集团,汽车生产,已上市,1000-9999人,无锡,1
1246,大数据解决方案专家,杭州,37500,3-5年,硕士,某大型互联网公司,互联网,B轮,100-499人,杭州,1
1247,高级大数据工程师,深圳·南山区·南油,25000,5-7年,博士,海王星辰健康药房,医疗健康,不需要融资,10000人以上,深圳,1
1248,大数据平台架构师,深圳,47500,5-7年,学历不限,某500强上市公司,物流/仓储,不需要融资,10000人以上,深圳,1
1249,Java后端开发高级工程师(区块链网络大数据),南京·栖霞区·仙林大学城,20000,3-5年,本科,智慧银科,计算机软件,天使轮,20-99人,南京,1
1250,大数据工程师,北京·朝阳区·望京,12500,经验不限,本科,北京恩睿德科技,计算机软件,未融资,20-99人,北京,1
1251,大数据架构师,广州,50000,5-7年,本科,某知名银行公司,银行,未融资,1000-9999人,广州,1
1252,大数据分析师,常州,21500,1-3年,博士,捷科智诚,计算机软件,已上市,10000人以上,常州,1
1253,大数据分析工程师,杭州·拱墅区·万达广场,12500,3-5年,本科,小五和她的兄弟们,媒体,未融资,100-499人,杭州,1
1254,中级java开发工程师（大数据方向）,北京·朝阳区·大望路,25000,3-5年,本科,银保云计算中心,计算机软件,不需要融资,500-999人,北京,1
1255,大数据算法工程师 数字广东国企直招,广州,40000,1-3年,大专,某知名计算机软件公司,计算机软件,未融资,1000-9999人,广州,1
1256,云计算工程师（甘肃）,白银·白银区·国芳百盛,9000,3-5年,大专,四川准达,通信/网络设备,未融资,1000-9999人,白银,1
1257,云计算工程师（汕尾）,汕尾·城区·信利厂区,17500,3-5年,本科,广州瀚信,通信/网络设备,D轮及以上,1000-9999人,汕尾,1
1258,云计算解决方案/运维,聊城·东昌府区·当代国际广场,9500,1-3年,本科,软通动力,计算机软件,已上市,10000人以上,聊城,1
1259,云计算工程师（外包）,济南·历下区·浆水泉,16000,5-7年,本科,讯方技术股份,计算机软件,已上市,1000-9999人,济南,1
1260,售前技术支持-云计算-福利好双休,鄂尔多斯,20000,5-7年,本科,某大型综合集团公司,计算机软件,不需要融资,10000人以上,鄂尔,1
1261,云计算工程师,呼和浩特·赛罕区·仕奇公园,8500,经验不限,本科,联强国际,计算机服务,不需要融资,1000-9999人,呼和,1
1262,云计算工程师-重庆,重庆·北碚区·朝阳,12500,5-7年,学历不限,东方通信,通信/网络设备,已上市,1000-9999人,重庆,1
1263,云计算系统运维工程师,扬州,21500,1-3年,大专,某大型航空公司,船舶/航空/航天,未融资,100-499人,扬州,1
1264,云计算/存储工程师（华为ASP）,西宁·城东区·新千国际,8500,5-7年,博士,南京格安,通信/网络设备,未融资,1000-9999人,西宁,1
1265,HCS 云计算工程师,北京,20000,经验不限,本科,某大型计算机服务公司,计算机服务,未融资,500-999人,北京,1
1266,云计算销售经理,珠海·香洲区·吉大,6500,5-7年,本科,众云,计算机服务,不需要融资,20-99人,珠海,1
1267,云计算交付（国企）,石家庄,22500,1-3年,本科,某大型移动互联网公司,移动互联网,不需要融资,500-999人,石家,1
1268,阿里云云平台大数据运维工程师,芜湖·鸠江区·城东新区,15500,3-5年,硕士,阿里云,互联网,不需要融资,10000人以上,芜湖,1
1269,云计算运维工程师,太原·小店区·长风街,12500,3-5年,学历不限,绿色苹果,计算机服务,未融资,100-499人,太原,1
1270,云计算AI平台开发运维工程师,杭州,65000,3-5年,本科,某知名计算机服务公司,计算机服务,未融资,1000-9999人,杭州,1
1271,IMC核心网云计算工程师,呼和浩特·赛罕区·绿地美食广场,12500,5-7年,硕士,嘉环科技股份有限公司,通信/网络设备,已上市,10000人以上,呼和,1
1272,云计算实施工程师,重庆·渝北区·龙溪,6500,5-7年,大专,艾博特科技,通信/网络设备,未融资,20-99人,重庆,1
1273,云计算交付工程师,南昌·红谷滩区·联发天虹,8500,3-5年,本科,杭州中港科技有限...,计算机服务,D轮及以上,500-999人,南昌,1
1274,大数据处理师,乌兰察布,5500,5-7年,硕士,内蒙古泽宇远程网...,培训机构,未融资,20-99人,乌兰,1
1275,云计算技术vp,成都,65000,7年以上,本科,某知名互联网公司,计算机软件,已上市,1000-9999人,成都,1
1276,云计算产品经理,广州·海珠区·琶洲,45000,3-5年,大专,天翼云,计算机软件,未融资,1000-9999人,广州,1
1277,云计算工程师（驻场厦门-云服务）,厦门·集美区·杏林,14500,1-3年,博士,弧聚科技,互联网,A轮,100-499人,厦门,1
1278,云计算销售顾问,沈阳·和平区·五里河,5500,5-7年,博士,北方数据中心,互联网,不需要融资,20-99人,沈阳,1
1279,云计算工程师(J10031),兰州·城关区·东湖,9500,7年以上,大专,中电信医疗健康科技,计算机服务,不需要融资,100-499人,兰州,1
1280,云计算开发（运维）工程师,西安·雁塔区·郭杜,23000,1-3年,学历不限,华为云计算,计算机服务,不需要融资,10000人以上,西安,1
1281,云计算解决方案架构师,武汉·洪山区·光谷东,25000,5-7年,本科,金山云,互联网,已上市,1000-9999人,武汉,1
1282,云计算工程师,南昌·青山湖区·京东,12500,经验不限,学历不限,双胞胎,农/林/牧/渔,不需要融资,10000人以上,南昌,1
1283,华为大数据工程师,深圳·宝安区·西乡,15500,7年以上,本科,信科,通信/网络设备,不需要融资,1000-9999人,深圳,1
1284,云计算销售总监,上海·黄浦区·人民广场,40000,7年以上,博士,京东科技集团,互联网,不需要融资,1000-9999人,上海,1
1285,云计算销售,深圳·南山区·科技园,7500,经验不限,博士,骉云网络,企业服务,不需要融资,20-99人,深圳,1
1286,银行！云计算,贵阳,75000,5-7年,本科,某知名银行公司,银行,未融资,1000-9999人,贵阳,1
1287,云计算研发（go）,重庆·渝北区·人和,10000,1-3年,本科,纬创软件,计算机软件,已上市,1000-9999人,重庆,1
1288,华为云计算工程师,北京·海淀区·上地,15500,1-3年,本科,神州数码,计算机软件,已上市,1000-9999人,北京,1
1289,云计算售前顾问,成都·武侯区·新会展中心,20000,经验不限,博士,长虹佳华,电子商务,已上市,1000-9999人,成都,1
1290,大数据分析师/AI训练师,郑州·管城回族区·郑州东站,6000,1-3年,本科,乾火云,数据服务,未融资,20-99人,郑州,1
1291,云计算工程师（中级）,厦门·湖里区·禾山,12500,3-5年,本科,厦门中盾安信,互联网,不需要融资,100-499人,厦门,1
1292,大数据负责人(大模型方预训练方向),北京·海淀区·西二旗,105000,5-7年,学历不限,广联达,计算机软件,已上市,1000-9999人,北京,1
1293,Linux云计算助教老师,北京·昌平区·北七家,12500,经验不限,本科,薪享宏图,培训机构,不需要融资,100-499人,北京,1
1294,计算机技术人员,平顶山·新华区·中心步行街,3500,1-3年,本科,平顶山市新华区金...,计算机硬件,未融资,20-99人,平顶,1
1295,云计算首席架构师,厦门·思明区·观音山,25000,1-3年,硕士,麦乐峰,互联网,未融资,20-99人,厦门,1
1296,云计算交付工程师,石家庄,32500,7年以上,本科,某大型移动互联网公司,移动互联网,不需要融资,500-999人,石家,1
1297,大数据总经理,哈尔滨·南岗区·会展中心,45000,5-7年,硕士,氢企数据,其他专业服务,天使轮,20-99人,哈尔,1
1298,云计算产品经理,苏州·虎丘区·高新区,30000,3-5年,本科,中移,计算机软件,已上市,1000-9999人,苏州,1
1300,智能计算（服务器）工程师,上海·普陀区·长风,9500,5-7年,博士,上海龙田,智能硬件,不需要融资,100-499人,上海,1
1301,计算器/电子/通信/机械类应届毕业生,苏州·昆山市·开发区,6000,3-5年,硕士,微盟电子,计算机软件,未融资,1000-9999人,苏州,1
1302,云计算业务专家（央企稳定性好）,南京,37500,3-5年,学历不限,某大型通信公司,通信/网络设备,未融资,100-499人,南京,1
1303,云计算讲师,武汉·洪山区·光谷,16000,3-5年,博士,武汉誉天教育,培训机构,未融资,100-499人,武汉,1
1304,计算机硬件工程师,厦门·集美区·杏林,8000,3-5年,学历不限,福建屹科智能科技,通信/网络设备,未融资,20-99人,厦门,1
1305,云计算产品专家,北京·海淀区·西北旺,37500,3-5年,学历不限,中国兵器装备集团...,非盈利机构,未融资,1000-9999人,北京,1
1306,高级云计算架构师,北京,65000,3-5年,硕士,某投资公司,投资/融资,未融资,20-99人,北京,1
1307,云计算研发工程师,上海·闵行区·浦江,15500,3-5年,硕士,尖刀视,计算机软件,未融资,100-499人,上海,1
1308,大数据项目经理,娄底·娄星区·关家脑,12500,1-3年,本科,臻牛科技,计算机软件,未融资,20-99人,娄底,1
1309,华为云计算工程师,哈尔滨·香坊区·省政府,5500,1-3年,硕士,德音科技,计算机服务,未融资,20-99人,哈尔,1
1310,头部券商-云计算架构师岗-深圳,深圳,65000,经验不限,本科,某500强上市公司,互联网金融,已上市,10000人以上,深圳,1
1311,大数据工程师,成都,12000,3-5年,大专,勇心,互联网,未融资,20-99人,成都,1
1312,云计算网络研发工程师,杭州·滨江区·长河,37500,5-7年,博士,鸿合,计算机硬件,未融资,0-20人,杭州,1
1313,前端开发（高级）工程师 - 云计算,成都·武侯区·新会展中心,37500,3-5年,博士,字节跳动,移动互联网,D轮及以上,10000人以上,成都,1
1314,云计算平台产品经理(J10441),北京·西城区·新街口,22500,3-5年,本科,中国电信集成,通信/网络设备,不需要融资,10000人以上,北京,1
1315,云计算saas销售经理,北京·海淀区·西北旺,25000,3-5年,博士,威普技术,运营商/增值服务,未融资,20-99人,北京,1
1316,8000+计算机软件销售/专业不限/集团公司,成都·武侯区·孵化园,9500,3-5年,硕士,万商云集,互联网,未融资,1000-9999人,成都,1
1317,大数据产品经理,珠海·香洲区·吉大,15000,5-7年,硕士,东旭数字未来,信息安全,未融资,0-20人,珠海,1
1318,资深大数据架构师,常州·武进区·大学城,27500,5-7年,学历不限,昊泽科技,医疗健康,不需要融资,20-99人,常州,1
1319,云计算存储产品SRE工程师,上海,55000,经验不限,本科,某500强上市公司,电子商务,B轮,1000-9999人,上海,1
1320,云计算事业部CTO,北京,95000,3-5年,博士,某大型知名人力资源服务公司,人力资源服务,未融资,10000人以上,北京,1
1321,高薪招聘【计算机编程教师】,抚顺·顺城区·河东,7500,3-5年,本科,抚顺市顺城区小蜂...,培训机构,未融资,0-20人,抚顺,1
1322,云计算运维工程师,杭州·西湖区·西溪,12500,7年以上,学历不限,煜象科技,计算机软件,未融资,500-999人,杭州,1
1323,大数据软件销售经理,济南·历下区·浆水泉,15500,1-3年,硕士,数梦工场,数据服务,B轮,1000-9999人,济南,1
1324,计算机工程师,扬州·邗江区·城北,6000,3-5年,本科,江苏观澜教育科技,培训机构,未融资,20-99人,扬州,1
1325,项目经理（大数据方向）,北京·海淀区·军博,37500,经验不限,本科,美亚柏科,信息安全,已上市,1000-9999人,北京,1
1326,云计算解决方案经理,杭州·拱墅区·天水,22500,3-5年,博士,中国联通杭州分公司,运营商/增值服务,已上市,1000-9999人,杭州,1
1327,云计算开发工程师,杭州·滨江区·长河,20000,经验不限,本科,杭州华为云计算,计算机软件,不需要融资,1000-9999人,杭州,1
1328,计算机老师,衡水·桃城区·人民西路,7500,1-3年,硕士,双桥云知,院校,未融资,20-99人,衡水,1
1329,大数据客服,贵阳·观山湖区·会展中心,6000,经验不限,本科,贵州创艺装饰,装修装饰,不需要融资,100-499人,贵阳,1
1330,云计算交付工程师,北京·朝阳区·望京,30000,3-5年,本科,阿里巴巴集团,互联网,已上市,10000人以上,北京,1
1331,【全职远程居家】大数据架构师,厦门·海沧区·新阳工业区,11000,1-3年,硕士,坦重晟,文化/体育/娱乐,不需要融资,100-499人,厦门,1
1332,副高级研究员（计算所事业编）,北京·海淀区·东小口,26000,5-7年,本科,伏羲智库,互联网,天使轮,20-99人,北京,1
1333,云计算领域产业研究,深圳·南山区·科技园,12000,经验不限,硕士,深圳赛西信息技术公司,检测/认证,不需要融资,20-99人,深圳,1
1334,视觉计算工程,贵阳·南明区·花果园,7500,3-5年,本科,云易恒科技,智能硬件,未融资,100-499人,贵阳,1
1335,大数据运维工程师,潍坊·潍城区·和平路,5000,3-5年,本科,重庆软维科技有限公司,计算机软件,不需要融资,500-999人,潍坊,1
1336,云计算讲师,北京·昌平区·北七家,20000,1-3年,本科,觉行私塾,培训机构,未融资,20-99人,北京,1
1337,计算机硬件检测,南京·鼓楼区·湖南路,6500,3-5年,大专,苏垚电子,互联网,未融资,0-20人,南京,1
1338,云计算运维工程师,北京,30500,5-7年,硕士,某大型互联网公司,互联网,未融资,100-499人,北京,1
1339,云计算讲师,郑州·二七区·京广路,16000,3-5年,硕士,千锋互联,在线教育,不需要融资,1000-9999人,郑州,1
1340,云计算PaaS产品SRE工程师,北京,45000,3-5年,学历不限,某大型知名互联网公司,互联网,D轮及以上,10000人以上,北京,1
1341,事业单位 计算机视觉工程师,北京,65000,经验不限,本科,某大型计算机软件公司,计算机软件,未融资,100-499人,北京,1
1342,售前产品经理（云计算）,上海,20000,7年以上,博士,珑睿,通信/网络设备,未融资,100-499人,上海,1
1343,云计算平台研发专家/总监,北京,50000,3-5年,学历不限,某大型移动互联网公司,移动互联网,不需要融资,100-499人,北京,1
1344,云计算售前架构师,南昌·红谷滩区·红角洲,14500,7年以上,博士,智慧城市旅游,计算机服务,未融资,20-99人,南昌,1
1345,云计算软件大客户经理,杭州·西湖区·转塘,16000,3-5年,本科,卓见云,互联网,未融资,100-499人,杭州,1
1346,大客户销售经理（云计算）,上海·徐汇区·徐家汇,20000,5-7年,博士,网宿科技,互联网,已上市,1000-9999人,上海,1
1347,计算机网络,南通,12500,7年以上,本科,江苏跨世纪智能科技,通信/网络设备,不需要融资,20-99人,南通,1
1348,云计算运维讲师,北京·昌平区·沙河,17500,3-5年,博士,猿来教育,培训机构,A轮,20-99人,北京,1
1349,计算机老师,大庆·龙凤区·石油大学,6500,7年以上,硕士,大庆问道教育咨询...,培训机构,未融资,0-20人,大庆,1
1350,云计算解决方案专家,深圳,47500,经验不限,硕士,某500强上市公司,互联网金融,已上市,1000-9999人,深圳,1
1351,计算机文档编辑,邯郸·魏县·魏县中心城区,3500,3-5年,硕士,嵘祁网络科技,计算机服务,未融资,0-20人,邯郸,1
1352,云计算项目交付工程师,西安,20000,3-5年,硕士,某500强上市公司,计算机软件,不需要融资,10000人以上,西安,1
1353,运维专家（计算/存储/网络方向）,北京,40000,1-3年,本科,某知名计算机软件公司,计算机软件,未融资,1000-9999人,北京,1
1354,计算机基础维护,毕节,2500,7年以上,本科,百盛科技,计算机服务,未融资,0-20人,毕节,1
1355,计算机网络工程师,梧州·长洲区·太阳广场,3000,3-5年,本科,网维科技,计算机服务,未融资,0-20人,梧州,1
1356,产品专家（云主机 计算 存储 网络 云原生）,上海,65000,3-5年,本科,某知名运营商公司,计算机软件,未融资,1000-9999人,上海,1
1357,电子物证取证助理（计算机取证）,北京·海淀区·马甸,7500,7年以上,本科,北京国盾信息中心,计算机服务,未融资,20-99人,北京,1
1358,资深云计算工程师,北京·海淀区·知春路,30000,3-5年,硕士,恒安嘉新,互联网,D轮及以上,1000-9999人,北京,1
1359,云计算测试,深圳·南山区·科技园,25000,5-7年,大专,联通数字科技有限公司,计算机软件,不需要融资,1000-9999人,深圳,1
1360,计算机专业,哈尔滨·松北区·世茂大道,4000,经验不限,学历不限,博通科技有限公司,计算机服务,不需要融资,0-20人,哈尔,1
1361,大数据技术经理,武汉·武昌区·水果湖,22500,3-5年,本科,瑞斯利,计算机软件,未融资,20-99人,武汉,1
1362,大数据平台专家,北京,65000,5-7年,本科,某知名企业,数据服务,D轮及以上,1000-9999人,北京,1
1363,大数据项目经理（国网）,北京·通州区·永顺,18000,5-7年,本科,北京源于信,新零售,未融资,100-499人,北京,1
1364,大数据智能/算法负责人,北京,150000,3-5年,学历不限,某大型智能硬件公司,智能硬件,不需要融资,100-499人,北京,1
1365,大数据开发实习生,上海·虹口区·临平路,4500,5-7年,硕士,星环,数据服务,已上市,1000-9999人,上海,1
1366,英语翻译（云计算领域）,南京·江宁区·百家湖,12500,3-5年,硕士,语言桥,翻译,未融资,500-999人,南京,1
1367,资深大数据架构师,北京·海淀区·上地,47500,3-5年,本科,作业帮,互联网,D轮及以上,10000人以上,北京,1
1368,大数据金融售前,西安,30000,5-7年,本科,某知名互联网公司,互联网,未融资,1000-9999人,西安,1
1369,大数据渠道运营,北京·海淀区·学院路,45000,3-5年,本科,腾讯,互联网,不需要融资,10000人以上,北京,1
1370,大数据分析工程师,深圳·宝安区·沙井,16000,7年以上,本科,深联电路,电子/半导体/集成电路,未融资,1000-9999人,深圳,1
1371,大数据交付经理（财务领域）,重庆·渝北区·空港新城,30000,1-3年,博士,传音控股,通信/网络设备,已上市,10000人以上,重庆,1
1372,大数据开发工程师,西安·雁塔区·高新软件园,22500,1-3年,本科,华为,计算机软件,不需要融资,10000人以上,西安,1
1373,AI智能计算产品事业部总经理(J10222),福州·闽侯县·建新,42500,1-3年,本科,南威软件,计算机软件,已上市,1000-9999人,福州,1
1374,电力行业大数据etl工程师,杭州·萧山区·奥体中心,16500,经验不限,大专,玖青数科,数据服务,未融资,20-99人,杭州,1
1375,计算机平面设计老师,葫芦岛·兴城市·兴海路,3500,5-7年,学历不限,育才职业技术学校,院校,未融资,20-99人,葫芦,1
1376,开发专家（AI/大数据/架构师）,苏州·苏州工业园区·独墅湖,30000,经验不限,本科,凌志软件,计算机软件,已上市,1000-9999人,苏州,1
1377,专家咨询(按小时计算！）,合肥,45000,3-5年,学历不限,某知名GUO企,其他行业,未融资,10000人以上,合肥,1
1378,高性能计算研发工程师,上海·浦东新区·张江,55000,1-3年,本科,太初,计算机硬件,A轮,100-499人,上海,1
1379,异构计算研发专家,北京·海淀区·西北旺,57500,3-5年,硕士,中科驭数,计算机服务,B轮,100-499人,北京,1
1380,兼职计算机（微机原理）讲师,石家庄·桥西区·红旗,1500,1-3年,学历不限,华腾新思教育科技有限,培训机构,未融资,100-499人,石家,1
1381,运维/实施/4000起薪/计算机软硬件/网络相关,南平·武夷山市·武夷学院,5500,3-5年,本科,慧旺云泽,电子商务,未融资,0-20人,南平,1
1382,正规学校计算机专业老师,长春·朝阳区·前进大街,3500,5-7年,学历不限,志恒教育,院校,不需要融资,100-499人,长春,1
1383,AI训练与计算-大模型训练技术研究工程师,上海·徐汇区·龙华,37500,5-7年,本科,上海人工智能创新中心,计算机软件,未融资,500-999人,上海,1
1384,云计算技术总监-国企,北京,45000,5-7年,博士,某知名计算机服务公司,计算机服务,不需要融资,1000-9999人,北京,1
1385,大数据中心夜班值班人员,南京·建邺区·奥体,4500,7年以上,大专,有熊安科,数据服务,未融资,20-99人,南京,1
1386,计算机技术工程师,天津·南开区·白堤路,13500,5-7年,本科,展望互联网络安全,信息安全,不需要融资,20-99人,天津,1
1387,大数据开发,东莞·虎门镇·赤岗中心广场,7500,3-5年,博士,侠锋行网络科技,互联网,未融资,0-20人,东莞,1
1388,计算机老师,许昌·魏都区·丞相府,8000,3-5年,本科,慕曦教育,培训机构,未融资,20-99人,许昌,1
1389,教材编辑（计算机编程方向）,北京·海淀区·皂君庙,12500,3-5年,硕士,北京四海华章,批发/零售,未融资,100-499人,北京,1
1390,高级大数据开发工程师,武汉·江夏区·光谷,10500,3-5年,本科,武汉价值线量子物联网,企业服务,未融资,20-99人,武汉,1
1391,急招云计算大客户销售（aws）,上海·闵行区·虹桥,17500,经验不限,本科,汇通合力,计算机软件,已上市,100-499人,上海,1
1392,CADD（计算机药物辅助设计）/AIDD 工程师,北京,30000,1-3年,大专,某大型医疗健康公司,医疗健康,A轮,100-499人,北京,1
1393,大数据产品专家,上海,85000,经验不限,本科,某500强上市公司,数据服务,已上市,10000人以上,上海,1
1394,计算机专业储备干部,广州,5000,经验不限,大专,协手,电子商务,天使轮,20-99人,广州,1
1395,大数据讲师,重庆·南岸区·南坪,16500,经验不限,硕士,阳燃农业,食品/饮料/烟酒,未融资,0-20人,重庆,1
1396,大数据和数据库研发工程师,佛山·顺德区·北滘,45000,1-3年,本科,美的,其他行业,已上市,10000人以上,佛山,1
1397,计算机老师,常德·武陵区·三岔路,6500,7年以上,硕士,厚溥教育科技,在线教育,不需要融资,1000-9999人,常德,1
1398,计算机专员,烟台·芝罘区·南大街,4000,5-7年,硕士,烟台梦蝶商贸,服装/纺织/皮革,不需要融资,20-99人,烟台,1
1399,大数据主管工程师,芜湖,30000,3-5年,本科,某知名汽车生产公司,汽车生产,未融资,1000-9999人,芜湖,1
1400,大数据销售,青岛·黄岛区·保税区,7500,3-5年,学历不限,山东隆众,数据服务,C轮,1000-9999人,青岛,1
1401,运维工程师（大数据平台-深圳）,深圳·福田区·车公庙,13500,经验不限,大专,北京协成致远,数据服务,未融资,20-99人,深圳,1
1402,资深实时大数据开发工程师,重庆·渝北区·空港新城,21500,3-5年,本科,上海众调信息科技,移动互联网,A轮,100-499人,重庆,1
1403,云计算数据库产品SRE工程师,北京,50000,3-5年,硕士,某互联网公司,互联网,不需要融资,0-20人,北京,1
1404,科学计算支持专员,上海,22500,经验不限,硕士,上海交通大学,互联网,不需要融资,1000-9999人,上海,1
1405,大数据工程师,北京·朝阳区·望京,12500,3-5年,本科,东方国信,计算机软件,已上市,1000-9999人,北京,1
1406,Recruiter-云计算,北京·朝阳区·酒仙桥,30000,经验不限,本科,西云数据,计算机服务,未融资,100-499人,北京,1
1407,大数据售前工程师,重庆·渝北区·中华坊,14500,7年以上,本科,网达软件,计算机软件,已上市,1000-9999人,重庆,1
1408,java大数据开发,合肥·蜀山区·桃花,15000,经验不限,硕士,蔚拓智能,计算机软件,未融资,100-499人,合肥,1
1409,存储计算专家/负责人-沪杭,上海,65000,5-7年,硕士,某大型移动互联网公司,移动互联网,不需要融资,100-499人,上海,1
1410,高级/资深大数据开发工程师,广州·番禺区·市桥,35000,7年以上,大专,SHEIN,电子商务,D轮及以上,10000人以上,广州,1
1411,售前工程师（云计算方向）,哈尔滨·松北区·世茂大道,6500,5-7年,博士,德仕美通,信息安全,未融资,20-99人,哈尔,1
1412,新媒体大数据,佛山·南海区·大沥,8000,3-5年,硕士,嘉星传媒,电子商务,未融资,100-499人,佛山,1
1413,计算机专业老师,岳阳,7500,1-3年,本科,岳阳市中岳学校,院校,未融资,100-499人,岳阳,1
1414,高级大数据架构师,北京,95000,3-5年,硕士,某大型知名互联网公司,互联网,D轮及以上,10000人以上,北京,1
1415,计算机信息员,济南·槐荫区·美里湖,4500,1-3年,硕士,东方云储医药,批发/零售,未融资,0-20人,济南,1
1416,大数据开发,深圳·罗湖区·东门,16500,7年以上,博士,德科信息,计算机软件,不需要融资,1000-9999人,深圳,1
1417,计算机图形学工程师,重庆·渝北区·空港新城,18500,3-5年,本科,长安软件公司,汽车生产,未融资,500-999人,重庆,1
1418,高级大数据产品经理,广州,50000,3-5年,硕士,某知名计算机软件公司,计算机软件,未融资,1000-9999人,广州,1
1419,幕墙结构计算,广州·增城区·新塘广场,8500,7年以上,学历不限,江河集团,工程施工,已上市,1000-9999人,广州,1
1420,计算机类 英文学术期刊助理编辑,武汉·硚口区·汉正街,13500,3-5年,博士,曼迪匹艾,其他行业,不需要融资,1000-9999人,武汉,1
1421,大数据物联网经理,呼和浩特,35000,1-3年,硕士,某知名贸易公司,贸易/进出口,未融资,1000-9999人,呼和,1
1422,大数据高级运维工程师 (MJ001666),北京·东城区·东单,65000,1-3年,硕士,OPay,互联网,C轮,500-999人,北京,1
1423,大数据总监,北京,65000,3-5年,本科,某大型互联网公司,其他行业,已上市,10000人以上,北京,1
1424,大数据开发 双休不加班,南宁·良庆区·五象湖公园,11500,5-7年,硕士,中软国际,计算机软件,已上市,10000人以上,南宁,1
1425,海归博士（AI、计算机、机器人等方向）,深圳,37500,经验不限,硕士,某大型器械公司,医疗设备/器械,D轮及以上,100-499人,深圳,1
1426,大数据开发工程师,北京·朝阳区·来广营,27500,3-5年,本科,桔子数科,互联网金融,B轮,1000-9999人,北京,1
1427,基础架构经理（计算与存储）,上海,45000,1-3年,本科,某大型数据服务公司,数据服务,未融资,100-499人,上海,1
1428,大数据架构师,重庆·渝北区·财富中心,10000,1-3年,本科,众人科技,信息安全,未融资,20-99人,重庆,1
1429,计算机专业老师,自贡·荣县·望景路,4500,1-3年,本科,升学无忧,培训机构,未融资,0-20人,自贡,1
1430,大数据分析工程师,武汉·洪山区·关山,22500,3-5年,本科,卓成企服,企业服务,未融资,20-99人,武汉,1
1431,大数据平台开发专家（武汉）,武汉·江夏区·流芳,36500,经验不限,本科,途虎养车,O2O,已上市,10000人以上,武汉,1
1432,计算机专业助教老师,潍坊·寿光市·洛城,5500,3-5年,硕士,天资教育,院校,不需要融资,20-99人,潍坊,1
1433,云计算技术负责人/架构师,北京·海淀区·牡丹园,45000,7年以上,本科,北京有竹居网络,社交网络,D轮及以上,10000人以上,北京,1
